Q13542 EIF4EBP2
O60516 EIF4EBP3
Q9NRA8 EIF4ENIF1
P08195 SLC3A2
P08908 HTR1A
P28222 HTR1B
P28221 HTR1D
P28566 HTR1E
P30939 HTR1F
P28223 HTR2A
P41595 HTR2B
P28335 HTR2C
P46098 HTR3A
O95264 HTR3B
Q8WXA8 HTR3C
Q70Z44 HTR3D
A5X5Y0 HTR3E
Q13639 HTR4
P47898 HTR5A
P50406 HTR6
P34969 HTR7
Q9BXI3 NT5C1A
Q96P26 NT5C1B
Q9H0P0 NT5C3A
Q969T7 NT5C3B
P49902 NT5C2
P21589 NT5E
P56378 MP68
P52209 PGD
O95336 PGLS
P05408 SCG5
P36639 NUDT1
P0DKL9 ARL14EPL
Q8IZ83 ALDH16A1
Q676U5 ATG16L1
Q8NAA4 ATG16L2
P02763 ORM1
P19652 ORM2
P20848 SERPINA2
P01009 SERPINA1
P04217 A1BG
Q9NQ94 A1CF
Q8NF67 ANKRD20A12P
Q5TYW2 ANKRD20A1
Q5SQ80 ANKRD20A2
Q5VUR7 ANKRD20A3
Q4UJ75 ANKRD20A4
A0PJZ0 ANKRD20A5P
Q96IX9 ANKRD36BP1
P08697 SERPINF2
P02750 LRG1
P01023 A2M
A8K2U0 A2ML1
A7E2S9 ANKRD30BL
U3KPV4 A3GALT2
Q5T5F5 ADAMTSL4-AS1
Q9NPC4 A4GALT
Q9UNA3 A4GNT
P05067 APP
Q96GX2 ATXN7L3B
P30542 ADORA1
P29274 ADORA2A
P29275 ADORA2B
P0DMS8 ADORA3
Q9NS82 SLC7A10
P22760 AADAC
Q9NRG9 AAAS
Q15758 SLC1A5
Q86V21 AACS
P01011 SERPINA3
Q8N5Z0 AADAT
Q7RTV5 AAED1
Q6PD74 AAGAB
Q2M2I8 AAK1
Q9Y478 PRKAB1
O43741 PRKAB2
P54619 PRKAG1
Q9UGJ0 PRKAG2
Q9UGI9 PRKAG3
Q9H7C9 AAMDC
Q13685 AAMP
Q13131 PRKAA1
P54646 PRKAA2
Q9Y312 AAR2
Q4LEZ3 AARD
P86434 ADORA2A-AS1
Q9BTE6 AARSD1
Q9UDR5 AASS
Q8NHS2 GOT1L1
P17174 GOT1
Q9NY61 AATF
P00505 GOT2
Q7Z5M8 ABHD12B
Q96GS6 ABHD17A
Q5VST6 ABHD17B
Q6PCB6 ABHD17C
Q7Z5R6 APBB1IP
P31941 APOBEC3A
Q9UH17 APOBEC3B
Q9NRW3 APOBEC3C
Q96AK3 APOBEC3D
Q8IUX4 APOBEC3F
Q9HC16 APOBEC3G
Q6NTF7 APOBEC3H
O95477 ABCA1
Q9BZC7 ABCA2
Q99758 ABCA3
P78363 ABCA4
Q8WWZ7 ABCA5
Q8N139 ABCA6
Q8IZY2 ABCA7
O94911 ABCA8
Q8IUA7 ABCA9
Q8WWZ4 ABCA10
Q4W5N1 ABCA11P
Q86UK0 ABCA12
Q86UQ4 ABCA13
Q2M3G0 ABCB5
Q9NP58 ABCB6
O75027 ABCB7
Q9NUT2 ABCB8
Q9NP78 ABCB9
Q9NRK6 ABCB10
O95342 ABCB11
Q09428 ABCC8
O60706 ABCC9
Q96J66 ABCC11
Q9NSE7 ABCC13
P33897 ABCD1
Q9UBJ2 ABCD2
P28288 ABCD3
O14678 ABCD4
P61221 ABCE1
Q8NE71 ABCF1
Q9UG63 ABCF2
Q9NUQ8 ABCF3
P45844 ABCG1
Q9UNQ0 ABCG2
Q9H172 ABCG4
Q9H222 ABCG5
Q9H221 ABCG8
Q8N2K0 ABHD12
Q0P651 ABHD18
P41238 APOBEC1
Q9Y235 APOBEC2
Q8WW27 APOBEC4
Q6UXT9 ABHD15
Q96SE0 ABHD1
P08910 ABHD2
Q8WU67 ABHD3
Q8TB40 ABHD4
Q8WTS1 ABHD5
Q9BV23 ABHD6
Q96I13 ABHD8
Q9NUJ1 ABHD10
Q8NFV4 ABHD11
Q7L211 ABHD13
Q9BUJ0 ABHD14A
Q96IU4 ABHD14B
O95870 ABHD16A
Q9H3Z7 ABHD16B
Q8IZP0 ABI1
Q9NYB9 ABI2
Q9P2A4 ABI3
P00519 ABL1
P42684 ABL2
O14639 ABLIM1
Q6H8Q1 ABLIM2
O94929 ABLIM3
Q9P1F3 ABRACL
Q8N0Z2 ABRA
Q12979 ABR
Q9ULW3 ABT1
Q969K4 ABTB1
Q8N961 ABTB2
Q13085 ACACA
O00763 ACACB
Q9UKU7 ACAD8
Q9H845 ACAD9
P28330 ACADL
P11310 ACADM
P16219 ACADS
P49748 ACADVL
Q15027 ACAP1
Q15057 ACAP2
Q96P50 ACAP3
O00400 SLC33A1
Q8NC06 ACBD4
