Entry	Gene names
A0A024RAF4	KIF17 hCG_38872
A0A024R6X1	CES2 hCG_28821
A8WDK6	ATP6
A0A0B4J2C3	TPT1 hCG_32792
Q8WYS2	pp9943 CYTH2
A0A024R4C6	hCG_2004793
C0KTE2	PAX5
Q75L79	CLDN3 hCG_1737329
B4DLD3	SS18
C9JGN3	NPIPB3 NPIPB4 NPIPB5
Q5T1S4	RABEPK
A0A024R645	EDNRB hCG_2026806
G3V399	XRCC3
B1B1G6	PLP1
Q53G01	CLIC5 hCG_2001062
G5E9M7	VGLL4 hCG_1777277
A2ABM8	DDR1
E9PIU7	POLR2G
A0A096LPF6	
A0A024R892	LRRC8A hCG_1643753
D3DXF2	ABHD11 hCG_1737328
A0A0B4J281	GMPR2
Q6DU44	HLA-E
A0A0G3VSE5	RAET1E
D9IAI1	PEBP1 HEL-S-34 hCG_2016249
Q9P192	
A0A024RBE6	NAP1L1 hCG_2015037
B1ANB7	MCOLN3 hCG_1775160
G3XAA5	TMBIM4 hCG_16706
A0A024RAT5	SLCO1A2 hCG_25049
K7ENK1	G6PC3
V9HWC7	HEL-S-128m PRDX6 hCG_22109
A5X2V1	SCNN1G hCG_1685795
Q5TCH5	CYP4A22 RP1-18D14.1-003
B3KQJ9	
A0A090KEX7	HLA-A
F2Z2Z1	ABCB8
Q96MT5	hCG_2009921
A0A0G2JQP8	KANSL1
A0A126GVR8	OR4E2 hCG_1647028
C5IYE8	HLA-B
Q8WVH6	MB
B9EG95	ZNF682 hCG_36741
H0YGZ2	DNAH10
A6NGP5	HN1L
Q5SQY0	TUBB8 hCG_2017862
Q30118	HLA-DRA
A0A0S2Z4W1	SRRM1 hCG_96287
E5FWR5	ATP6
A0A024RCI2	ZNF96 hCG_2043480
A0A0S2Z437	BTC hCG_24384
E5RGI6	LY6E
I3L0N3	NSF
A0A087X0W4	ACACA
G3V0H0	ORC5 ORC5L hCG_16999
F5H5X4	DUSP16
Q9NW25	SSBP3 hCG_2032140
A0A024R7S0	MXD3 hCG_2039394
Q57Z89	FLJ20019 hCG_1732469
A0A096LP39	TRIM39-RPP21 TRIM39
D6RBX1	CEP44
Q7Y788	ATP6
Q2NKK7	KLHL21
Q5XKG2	GRIA3
B3KWG5	ERBB3
F2Z2A5	TOP3B
A8K1K8	C18orf55 hCG_16049
A0A140VJR0	PDE4D hCG_1811507
A6ZHA9	COX2
E5KSL6	hCG_40733
E9JXI6	ATP6
D6RA86	MAEA
Q53S24	PTMAP7 PTMA
A0A024RBC5	GNS hCG_1640559
D6RE78	GAK hCG_1982003
E5RK96	ADAM18
A0A0A0MTJ0	TSHR
G3V1Q5	MARCH10 RNF190 hCG_2039713
B7Z596	TPM1
B7ZAX5	GALK2
Q9BS22	PLA2G1B
Q6ICS1	REG1B hCG_40304
G3V148	RNF121 hCG_1811369
B4DK27	
Q9HD19	SMVT SLC5A6
A0A0B4J1X5	IGHV3-74
Q5VUU6	MNDA hCG_38208
C9JZI7	NAP1L4
Q7Z2E8	VL3L
Q9BZU3	CKS1B hCG_1739274
B4E021	ITGAL
Q86U57	KCNH2
A0A024R6W0	GOT2 hCG_15092
B3KTH7	CAMK2G hCG_20541
A1YLA1	PLAGL1
A0A024R6B9	ABCD4 hCG_21713
Q2TA70	CLN3
Q6FI00	CCND1 hCG_2016647
B4DXP6	RFNG hCG_1820367
N0BMC4	COX2
A0A087WXB9	SHFM1
D3DSM4	COL18A1 hCG_1647196
E5RIQ1	LY6E
Q5VZB4	SRGAP2 RP11-421E17.2-002
I3L167	CORO7-PAM16 hCG_2045878
Q7LBX6	NRP2 hCG_15204
A0A075MGT0	HLA-B
B4DWY7	ADAM2
V9HW90	HEL-75 HEL-S-122m
B7ZAR1	CCT5
E9PKI7	DIS3L
Q9UI58	hCG_2036818
A0A024RAC6	TCEB3 hCG_37551
E5KR07	DMPK hCG_1996612
A0A024R8T3	ACOX1 hCG_1776087
A6Z7E2	ND5
H3BRT0	SULT1A3 SULT1A4
B6ZGT9	NR2E1 hCG_34018
V9GYZ0	PANK2 hCG_39342
B4DGE1	AP1G1
B4YAH7	ALDH2
B7ZLJ8	SEZ6L
B5MBY4	ANKMY1 hCG_1811573
J3KSP6	FUK hCG_1774069
Q16646	
Q53XC2	EIF2B2 hCG_22350
A0A0B4J1W4	CEACAM21
A0A024R571	EHD1 hCG_23386
A0A0X8GKR4	SLC11A2 hCG_36908
G3V588	ITPK1
Q6FGG4	NDUFA3 hCG_20947
B1AH95	APOL1
B5MC53	MPV17 hCG_23713
Q86SG9	
B1AKE6	TRO
B2XEH8	ATP6
A0A024RAF8	hCG_2036965
A0MNN4	SMU1 hCG_30278
B2XEZ6	ATP6
D3DPB6	SCN2A2 hCG_42536
Q6VH72	ND1
B3KRG7	DENND3 hCG_20740
D3DS15	FLJ10357 hCG_1812753
Q71QC6	ZNF331
A0A024RCV8	MSH5 MSH5-SAPCD1 hCG_2001570
D6W5Q7	FLJ20097 hCG_19200
Q86TG5	PAR-4 Par-4
E9PI50	C14orf105
D6BYR8	ND5
Q4KMP3	FAM86B1 FAM86B2
A0A024R1J2	RHBDD3 hCG_41638
A0A0C4DFN2	GCKR hCG_21226
A0A087WZL4	EPHB6
A0A0S2Z4V1	USH1C hCG_15638
Q003V6	F8
G5E9P6	SOD2 hCG_34035
A5D917	LOC646938
B3KVY5	KCTD10 hCG_40324
J3QRP5	EIF4A1
A0A1B0GVC5	ABHD14A-ACY1
A0A090N7W1	KCNH2 hCG_18699 tcag7.786
A4D1A1	LOC222171 PRR15 hCG_2011580 tcag7.123
Q5DSZ8	UGT1A6 hCG_2039726
Q12831	GYPA
Q53XL8	PSMC1 hCG_2029049
A0A0D9SFD0	MEF2C hCG_36839
A0A0C4DFN4	WHRN DFNB31 hCG_32519
D3DU41	LUC7L hCG_22425
Q4VY12	PHACTR1 hCG_1818446
C5MK55	HLA-B
D6RF40	SKP2
F5H345	HMBS
Q53Z07	RPL9 hCG_37461
A2ABL0	DDR1
A6NFS0	ZNF275
F8WCB3	STAG1
G5E9U8	PARP9 hCG_17211
S4R3J2	SLC25A27
A0N0R1	CCL3 hCG_1749202
A0A024R7B6	ZNF266 hCG_32121
F8VX74	KCNJ15
A6ND93	SERHL2 hCG_1987678
C9J7E5	TNPO3
Q96LW6	hCG_2021706
B7Z493	FGD4
Q29941	HLA-B
A0A024RCA1	KIAA1542 hCG_18613
B4DNJ1	PLAT
G3V507	PRMT5
A0A024RCQ0	DOM3Z hCG_43706
Q6PJY3	SLC4A2
B7ZL25	VARS2
K7EN53	SRP68
Q9H029	DKFZp434B2017 SAR1B
A0A024RAP3	CSPG2 hCG_2015974
B4DM50	MOB4
Q6UWF4	MFSD13A UNQ5807
A0A024RAQ9	CSPG2 hCG_2015974
A0A1B0GVH2	CHRNA7
B0QY95	MIEF1 RP5-1104E15.5 hCG_41725
M0QYT9	IRF3
Q85KS0	COX2 COII coxII
Q7Z782	TMBIM4
F2Z2J0	SETD5
Q8N0X1	
A0A0A0MSN9	NELFE
J3KRA4	C14orf79 hCG_40820
A0A024R572	SF1 hCG_23378
F4Y588	C8orf37 hCG_1642434
A0A024R1I5	SEC14L2 hCG_41297
B3KVN2	FNTA hCG_1993221
A0A024R9B7	COX6C hCG_1781497
B4E1Z9	PSTPIP1
D3DX95	CHAT hCG_1996663
Q5Y078	COX3
V9HWG4	HEL37 PIP5K3 hCG_2036625
Q6ZV85	
B1PKY3	HLA-A HLA_A
B7Z9U0	CNOT8
M9VUD0	BMP5 hCG_21659
Q6IQ01	ZNF761
A4LB80	ATP6
Q6FI23	MAP2K3
A0A024R3Z6	BZW1 hCG_2012145
A0A024RD97	SLC4A4 hCG_1811846
A0A126GVX6	OR8G1 hCG_2032663
H0YBN8	RGPD8 RGPD5 RGPD6
A0A024R442	DNPEP hCG_15581
B4E1M0	MSANTD2
E9PLW5	FAM86B1
G3V4K0	CNIH1 CNIH hCG_1785850
H0YDN4	CAPN8 hCG_2036808
A8MS87	AGER
D3DSB1	hCG_2013210
K7EIL4	GPI
Q5S8S7	ATP8
D6RF14	CDK7
Q6IAT1	GDI2 HEL-S-46e hCG_24071
P78551	PERB11.1
B2RBR3	LYPD3 hCG_20277
K7ERG0	NLRP7
D6R9D3	HNRNPH1
E5KLK2	OPA1 hCG_17270
A1L4L9	POM121C
E9PIZ8	NDUFB8
Q9GZR0	SCN8A
A0A024R001	TMEM14C hCG_1782976
A1A4H1	CCDC102B
C4N362	KIR3DL1
J3KS57	SCRN2
Q9NZG9	RAD51
Q5TCK8	PAQR6 hCG_17185
Q9H661	BAIAP2L2 hCG_2014059
Q08ET0	hCG_39985
Q5TG12	PTPRK
F5H7W8	C12orf43 hCG_27365
A0A087WVY1	MLLT6
A0A0C4ZLQ8	KIR3DL1
B3KUS0	SLC12A4 hCG_2039906
Q6Y8G5	SALL4
B7Z2K3	FAM13C
E9PLE5	RIC8A
J3KRR0	LIMD2 hCG_41826
A0A024RAB6	HSPG2 hCG_1981506
B2R5R8	D4S234E hCG_39124
A0A024R7Y9	PKIA hCG_19926
H3BTI7	DOK4
Q4V769	FGF20
A7L3A3	AGT
B2ZZ89	SPTBN1 HEL102 hCG_17370
A0A024R6D3	ENTPD5 hCG_21714
B4E3H6	TACC1
Q708E9	MYB hCG_32380
A0A087WTH2	DZANK1
G3V2U4	UNC79
E9PPP7	MROH6
A0A024R991	ATP6V0D2 hCG_38806
B4DJY0	
G3V1A1	RPL8 hCG_24000
J3KN53	MDM2
F6U6E2	DDX39B
Q5S9G0	ATP6
D3DRR9	C10orf47 PROSER2 hCG_1644926
A0A024RDC4	PRDM8 hCG_24250
C4P093	DISC1
Q2L6G2	HLA-B
Q8WZ13	CYP20A1
Q9NZE6	EIF4A2 hCG_1784041
A0A0G2JJT9	VARS
Q2M1V9	BTAF1 hCG_19287
A0A0A0MTC9	SFTPC
B9A012	MYO7A hCG_2018645
Q8WUS2	LRRC28
H3BMC3	GOLGA8F GOLGA8G
A0A0D9SGG1	LCP2 hCG_37753
Q49AA1	ZFYVE28
A0A024R5I7	PITPNM1 hCG_21051
X5BSN2	ATP6
G4Y816	SNCB
Q8WU57	SELI tmp_locus_24 hCG_1651316
B1PKY1	HLA-A
B3KU49	CPT1C hCG_2039825
Q5TDG9	DNAJC16 hCG_25372
A0A088QCU6	SLC44A2
D1MGQ2	HBA2 hCG_1745306
Q6IB42	MYL2 hCG_40212
E9PMI1	RNH1
Q9BZ61	FKSG62
A0A0C7DW92	HLA-DQA1
A0A140VJQ8	PXN hCG_27772
A0A0C4DG07	NBN hCG_33061
B4DXR6	CNTD1 CNTD hCG_16966
Q13629	unknown hCG_1987479
Q8IX09	ERIC-1s TACC3
B1AKR1	CALML6 hCG_23465
A8MTZ4	TNRC18 hCG_96198
A0A024R934	FMO1 hCG_38488
A0A0G2JM05	LILRB2
A0A1B0GTK4	LOC200726 hCG_1657980
K7EPJ4	CILP2 hCG_38566
A0A087X1Q3	USP17L26 USP17L24 USP17L25
Q9BU35	LONP2
B3KNB6	TBCEL LRRC35 hCG_16245
D3DUE6	N-PAC hCG_15180
I3L464	NDE1
Q4G830	NADH2 ND2 ndh2
A0A0D9SFC7	LILRA2
A0A087WU96	GOLGA6L1
B4DMN2	ZNF302
A8MUL8	PUS10
A0A5B6	TCRBV3S1 TRBV28
Q53Y03	COX4NB hCG_17045
Q6FGL7	FABP1 hCG_32947
E9PL15	POLD4
G3V4U2	TUBB3
B4DGU6	KCNK2
A7LDA2	ATP6
B3KPY4	ZNF498 hCG_1742894
Q68CK4	HMFT1766 LRG1 hCG_2004087
Q6TCH8	ME3
H3BRI2	ADGRG1
I4EPX9	HLA-A*01 HLA-A
Q8WUW6	DMWD
Q96HN1	PLEKHG4B
A0A087X2B4	IFT20 hCG_31823
C9JNU5	ZDHHC3
F2WHT6	CYTB
A0A087WWN5	ACACA
D6C298	ATP6
G9LGW3	ATP6
A0A024R1X8	JUP hCG_1771506
F5H3Q7	RPAIN
A0A0J9YY83	DECR2
A6NHM7	ARHGAP22 hCG_2042896
B4DPR9	MTERF1
Q4GV61	ATPase 6 ATP6
B4DDM3	SNX17 hCG_1784432
Q96CB2	hCG_1986256
A7UKX8	mdm2 MDM2
K7EPG7	ZNF93 hCG_1775441
A0A024RC45	KCTD1 hCG_38480
B7Z3J9	LOC730098 hCG_2040265
V9HWH1	HEL57 HEL-S-27 SERPINB1 hCG_1641505
K7ERB6	PSMC3IP hCG_16948
H0Y6K2	BRD2
A0A024RDH8	RPL34 hCG_2027853
Q4G7F8	COI COX1
B1AKS2	SPTLC3 SPTLC2L RP5-1077I2.1-001
E9PJ21	HYOU1
Q3MIM8	BMP1
A0A024R1F6	NF2 hCG_2011004
A1YLA2	PLAGL1
B7Z8R2	PTCD2
H0YLY2	GREM1
D3DR41	TMEM20 SLC35G1 hCG_1788023
A0A0J9YXC7	LIMS4 LIMS3
K7EJ44	PFN1 hCG_32691
H9RD12	COX2
Q9H4B1	P27 IFI27
A6NCQ5	MSRB2 hCG_23087
H0YLI5	C15orf57 CCDC32 hCG_1999239
F5H7X1	PSMD9
A0A024R0G2	DENND2D hCG_39989
A0A024R4E9	RERE hCG_2008872
F2Z2R8	NPRL2
I3L349	RPH3AL
Q5T7Y4	S100A1
A0A024RB53	HNRPA1 hCG_2017591
A0A126GW96	OR2L13 hCG_1725377
G3V1A9	NCAPD3 hCAP-D3 hCG_37608
B4DSN9	
F8WEI0	PYCRL
C5MN37	ATP6
A0A0A0MS04	TRBV6-7
B3KRF7	ZKSCAN1
E5RJE6	ADAM32
Q4VXL4	TACC2 hCG_41426
Q53ZX0	CD69 hCG_38142
A0A024QYR8	TM9SF2 hCG_27750
A0A078MYS4	HLA-C
B1AKJ6	OSBPL9 hCG_1780933
D6RAW1	GTF2H2C GTF2H2 GTF2H2C_2
Q9BST8	HYOU1
Q6I9V6	CDKN1B hCG_27692
A0A024R8S5	P4HB hCG_95895
B9EGQ5	WIZ
M0QYT3	DNAJB1
Q6ZUT0	hCG_2045502
A0A024R5S9	NEDD4 hCG_40054
D3DNX8	PGRMC2 hCG_16401
Q5JRC6	PHF6 hCG_1783600
Q4EXG9	ATP6
Q9P1N1	NASP hCG_40880
H9RAX1	COX2
H3BTX4	CDIP1
Q8N6C4	GHRHRpsv GHRHR
A0A024R3H3	LOH11CR2A hCG_1811520
B4DZK5	KIF9
M0R0P0	CD209 hCG_22558
Q5VVF5	VLDLR hCG_27927
A0A087WY02	OR10C1
A0A126GVQ9	OR4D11 hCG_2044272
B3KPF0	
G3V159	HPS5 hCG_1784765
Q2TU73	AGPAT6 hCG_1786093
A0A024R0B8	FLJ21657 hCG_1778589
A0A0B4J1Y4	GGCT
A0A024RAE4	CDC42 hCG_1981007
G5E9C8	SOS1 hCG_1641052
A0A024RD71	TNFRSF21 hCG_2000710
E9PIX8	ACADM
Q5SSZ2	AGER
A0A024R2B9	CCDC68 hCG_24177
A0A087WV42	PRH1
B1N8M6	KIR2DS1
Q9UI82	hCG_15403
F2Z3A1	REV3L
B4DR12	MGRN1
H7C342	DDT
A0A126GVH6	OR4B1 hCG_2040367
E5KPM7	OGG1 hCG_20369
Q708E8	MYB c-myb hCG_32380
A0A024R1J8	NF2 hCG_2011004
F2Z3G8	ABCB8
D7NM56	ATP6
E5EXA0	ATP6
B2RA10	HOMER3 hCG_36784
D7R525	MAPK9
A0N0P2	CD80 hCG_1780136
A0A024R0A4	PEX10 hCG_1770744
Q96SR7	
A0A0S2Z4R4	HGS hCG_1987560
E9PQ73	FAT3
Q2LC93	HLA-A
Q27GX8	ATP6
Q5T0C7	STIL RP1-18D14.8-002
B3KSH4	HIP2 hCG_38552
Q96LS6	SPSB3 hCG_42718
A0A0C4DGI4	PTCH1
L8B8F6	ATL1 ATL1-beta
Q5VX58	PABPC3 hCG_1774619
A0A024RD62	POLH hCG_18996
A0A087WZN3	DHRS11
A0SBX2	ATP6
K7EQS9	CTIF
Q6VIM0	COX3 CO3 COIII
A0A024R1R5	PDGFB hCG_2015192
G3V1X5	YAF2 hCG_1997687
Q86SZ5	GMPR2 hCG_40198
A0A0U1RQP3	SMARCA2
Q53GN4	WDR1 hCG_19377
B1ALU3	ADGRL2 LPHN2 hCG_14669
D3DQU6	RIC3 hCG_1647341
A0A024R2K4	LRRFIP2 hCG_17138
A0A024RBI2	UBE3B hCG_40331
C9JES7	CMC1 MGC61571 hCG_1645845
A0A024R8D4	MRPS2 hCG_28727
A0A0S4T3F5	HLA-C
B7Z3R9	PXYLP1
G3V2Y3	NDRG2
J3QR46	KIAA0040
A6PVI9	CEP250 RP3-477O4.2-006
D3DP13	FGB hCG_2026446
C9J1P2	RGPD5 RGPD6
Q9P1G6	hCG_1785179
F2Z397	TMEM184B
Q5S3G3	HLA-A
F2Z363	UBE2F
G5EA06	MRPS27 hCG_37853
J3QR77	CD226
A0A0C4DGJ4	NUDT4
A5D6X1	MAP1B
B7Z6P0	NUBP2 hCG_42691
D3DP16	FGG hCG_28288
Q19UG6	F9
D3DNS1	NDUFB5 hCG_1787208
G3V1V7	MYBPC1 hCG_21838
B3KSJ7	DCLRE1C
B2WS29	ATP6
D3DX26	RANBP1 hCG_17886
Q2XQG4	KLK9
A4Z6T7	NAT2
B4E372	RCBTB2
G3V5G7	NDRG2
F8WD95	MBOAT7
E7ER26	PRDM15
Q5T170	PYGO2 hCG_2039581
Q8TEK9	FLJ00185 RALGDS hCG_31468
B8ZZ08	LUC7L LA16c-OS12.1-016
E5RHD5	PHF14
A0A024R0F2	CPSF3L hCG_20422
A1ECB8	NKX2-5
B9TWZ6	MED16
C6EMZ7	OAS1
Q86UZ1	CD44
A0A126GW34	OR2L2 hCG_2041355
A6NDA1	HAUS7
G3V0Z9	LYNX1 hCG_2043033
B7Z6P3	KTN1
G3V1D3	DPP3 hCG_2016942
A0A024R896	SH3GLB2 hCG_30604
B3KP04	TRIM17 hCG_42238
A8K727	PLEKHA2
B4E101	TAMM41
F5H7C1	PRB3
Q9UES5	MYO5A
A0A024RD41	RAB23 hCG_17135
A4D104	LOC401307 UMAD1 hCG_19535 tcag7.903
K7EMX4	BCL2L14
Q9HBK0	SLC11A1
A0A024R7B5	ZNF559 hCG_1640293
B4DIS3	LOC84661 hCG_2039808
E9PMW7	EEF1D
A0A0G2JNH1	NCR1
A7LNJ1	SLC20A1 hCG_15749
A0A087X1G0	ZNHIT3
H0YJA0	UBR7
A0SBU5	ATP8
A0A024R9N3	TMEM85 hCG_38789
D3DR82	PITX3 hCG_25638
F2Z3E4	NEPRO
A0A087WT20	DCAF13
A2AB12	FLOT1
M0R0D0	DAPK3
Q9P138	hCG_1776264
G3V3C0	ITPK1
B4DFC0	SERGEF
A0A087WY60	CWC25
A0A024R726	PRMT7 hCG_28114
B3KVK2	GNB1
R4GMQ2	DLG5
A0A024RC03	GPR64 hCG_1811939
B3KT51	TM2D3 hCG_26600
O43469	KIR3DS1
H3BU36	GABARAPL2 hCG_21766
A0A024RDI3	ADH6 hCG_1639952
F8VWQ2	OS9
I3L448	ATPAF1
Q96NP5	hCG_2008157
A0A024R608	RPLP1 hCG_38799
G3V4Q2	SEC23A
H0Y6P8	
Q5T8L4	SPACA7
Q6FGG2	VAMP3 hCG_21813
B1AKJ5	NRDC NRD1 hCG_40292
F8WFE5	AADACL2
Q9BZ64	FKSG59
Q9NSI1	PRED57 hCG_401283
C9J590	REPIN1
B5LMG6	C13orf34 BORA FLJ22624 hCG_1781028
I3L270	INO80E FLJ90652 hCG_1770728
Q5D1J4	SPAM1 HEL-S-96n hCG_32922 tcag7.49
A0A024RAF7	ECE1 hCG_38869
Q7Z7F4	PRES SLC26A5
A0A024R8L1	WBP2 hCG_1776095
E9PIP6	PIWIL3
I3L2N0	RPH3AL
Q1W6G4	LUC7L hCG_22425 LA16c-OS12.1-001
A0A024R8S6	KIAA0195 hCG_1773739
B4DVL7	SLAMF7
Q53GL6	RALY hCG_37136
C6K6H4	HLA-B
G5E9C0	SP110 hCG_32956
K7EPW0	SKA1
A0A078BCH8	TGFB1
A0A0C4ZNX3	KIR2DL1
A0M8Q9	C1 segment hCG_2040025
C9IZQ6	KALRN hCG_2022551
Q8NHJ0	KIR2DS4
A0JNU9	TBC1D1
A4D0W0	LSM8 hCG_14869 tcag7.58
F5GX12	GABARAPL1
F6TC96	BAG6
Q0VAA1	C14orf101 TMEM260
K4DIB7	CD151
A0A024R9D5	C8orf1 hCG_33060
B4DTL1	WSB1
Q19UH6	F9
C5IWY9	HLA-A
H3BRY4	HAPLN3 hCG_28642
X5CMJ9	PSM8
A0A024R4C1	POLR3C hCG_37369
B1AH79	RAC2 hCG_1811995
F8WBW6	PDAP1
B4DLW3	WRB hCG_401226
D0UTS2	ATP6
B4DSL7	hCG_2040263
C9JPQ5	NDUFS1
B5BU28	CTNNB1
B7Z9J8	
H7C0C3	LILRB2
Q5S971	COX2
Q7YCG7	ATP8
C9IYS7	CPSF3L hCG_20422
K7ER32	R3HDM4
A0A024R189	TBL1Y hCG_1997773
A0A126GVP6	OR6Q1 hCG_1645623
J3QL69	LIMD2
Q3KPI9	PTPRD
B7ZB24	MPDZ
A0A024R368	PRICKLE2 hCG_1998702
B4DXC8	NME7
A0A024R0C3	NNT hCG_17428
D3DW55	CCDC33 hCG_40814
H3BVI4	LMF1 LA16c-360B4.1 hCG_22432
A0A024QYW3	PLP2 hCG_19828
A0A024R5G4	NUMA1 hCG_2017131
A0A024RDI0	WDFY3 hCG_15053
C9J011	ZNF35
F8W1H4	
Q549N0	CFL2 hCG_21174
Q8TEK8	FLJ00186 RASSF5
A0A090N8H4	HIMAP2 GIMAP2 hCG_1990706 tcag7.775
I3L1R8	TRAPPC1
Q13030	GPErik GYPA hCG_2026259
A8K466	HFE2 RP4-679C16.1-002
E9PPY1	EEF1D
J3KN19	CCDC90B MDS025 hCG_27349
Q9B1L8	ATP6
B4DR92	C5orf22
Q5STU3	DDX39B
A5D6V7	CHIA
A0A090N8Y2	ERP70 tcag7.505
A2VCS9	MAP9
Q5SB08	COX2
A0A024QZQ1	SIRT1 hCG_32306
D3DSM0	ITGB2 hCG_401305
I1E4Y6	GIGYF2
A0A024R1W3	FKBP10 hCG_1771525
V9HW83	HEL-S-53e ALDH1A1 HEL12 hCG_17306
A0A087WXT7	ZNF761
B7TPA5	ATP6
A0A024R4S0	CHMP2A hCG_201357
E9PMM7	RPS6KA1
B4YD67	ATP6
Q6FH89	CD160 hCG_1762288 RP11-373C9.1-006
A0A024QZP6	H2AFY2 hCG_25264
A0N4Z3	Tcr-alpha TRAJ14 hCG_2039775
D3DPK5	SH3BGRL3 hCG_1739142
B8ZZ73	IL1R1
F5H032	ZNF79
S6B230	HLA-DQB1
A0A024R2K1	RAB5A hCG_1776267
A0A126GWA7	OR4A4 hCG_2043459 hCG_2044367
H7C1V5	IFNGR2
Q14769	ufHSD2 NAGLU hCG_16571
D3DSM8	FTCD hCG_401256
H3BQJ8	LY6L
A0A024R203	PSME3 hCG_16951
F2Z3Q4	SLC25A40
Q6IAT7	HSF2BP hCG_2007376
Q6PJR4	GUCY1A3 hCG_28051
A0A023QLJ8	ATP6
A0A024R9R8	SNAP23 hCG_40424
B7Z982	PLRG1
Q96QB7	TC4
A0A024R478	COPS7B hCG_33982
A0A024QYX1	WDR45 hCG_1986580
A0A087WUF6	FGF2
A2AAT0	SLC39A7
H0YCG0	SCRIB
Q8NG44	PR PGR hCG_39657
A2ABF4	VARS
B3KR06	CLASP2 hCG_1997378
J3KNC5	NELL1 hCG_1811036
Q9BQU1	PFKFB3
A0A024R881	ST6GALNAC4 hCG_2022909
A7E2X1	PPM1E hCG_19283
Q2MD59	BASH BLNK SLP65
A0A024R689	C14orf43 hCG_1792262
A0A0A8K8C7	GPR49 LGR5 hCG_23766
E5LR28	ATP6
Q29R61	PEX11A
A0A087WZQ9	MYO19
C9J3D4	ZNF660
E9PI46	ABCD4
Q96QJ2	SLAMF1
B4DSW8	CAMKV
E9PGC5	PTPRK
A0A024RC55	MFGE8 hCG_26628
E7ETU5	RBMS1
B3KSF0	SEC14L4 hCG_41300
H3BQV0	KLRC4-KLRK1
Q5THQ0	PRL hCG_36753
A2ABF1	MSH5
Q5BQ97	KLK13
I6N4U3	ATP6
A0A024R7Y5	TCEB1 hCG_1641146
A0A0A0MRI2	SNX6 hCG_2013610
A2A2L3	ADAM33 hCG_39255
G3F4G3	C11orf66 hCG_2017012
K7EII2	CEP76
Q4VAR0	CYP11B1
A0A024QYU9	EIF3S8 EIF3C hCG_201185
A0A087WWT6	RUNX1T1 hCG_20715
A0A024RDT1	MTRF1 hCG_32761
A0A140VKC2	TKTL2 hCG_1645659
E5RG25	UBE2W
Q5TB25	ANP32E RP4-790G17.1-003
A0A0A0MQT0	RBP1 hCG_16055
Q86W68	USP37
A0A024R3L1	SLC37A4 hCG_38437
B5LY64	UMPS hCG_1780791
D3DQW7	BTBD10 hCG_23555
H3BSB8	ADGRG1
A0A024R4M4	KLK12 hCG_1641508
A0A140VJG7	COG6 hCG_32863
J3KT31	AKT2
K7EMQ1	CAPNS1
Q4V771	TBC1D29
Q96F31	NFKBIE
Q9H5F7	LOC541469 YIF1B hCG_1785221
A0A024QZ33	CCDC55 NSRP1 hCG_1646942
A0A024RBB5	CSRP2 hCG_27233
A4D1Z1	CALN1 tcag7.520
Q32MM7	PDE4C
A0A090N8I2	ASB10 hCG_1811278 tcag7.773
H3BTN7	CDIP1
A0A0G2JJW2	AGER
G1AUC5	PPP1R2P3
D6RA65	SH3TC2
A0A024R0F8	GPSM2 hCG_39913
B4DS64	PRKRIR hCG_2017355
M0R2I1	ZNF415
A0A0S2Z4N0	MEF2A hCG_1993173
E9PGT3	RPS6KA1
B3KQ25	PSME3
B4DGZ4	SF3B1
D6RAT0	RPS3A
Q6ICS7	DNMT2 TRDMT1 hCG_23994
A0A0S2Z597	DOLK TMEM15 hCG_30591
Q96G26	MTF2
Q8NHW8	UMOD
A0A024R0M4	PSG2 hCG_1995684
F8VSK9	CNOT2
A0A024R3N7	C11orf45 hCG_2032877
F2Z2V8	GTDC1
A0A024R957	TOR1AIP2 hCG_2039855
C9K0J5	RAPH1 hCG_2043066
A6X8I4	FAM116B AA-C720C749L.1-004
B5MCL5	SMARCB1
B7Z4N4	ZNF346
J3KQT2	TSPAN19 hCG_1798424
B7Z1I7	NRK
G3V1D5	ZSCAN23 hCG_1999309
Q6ZWB5	C3orf57 SPTSSB
A0A0B4J2F6	NPIPA2 NPIPA3
D6RB35	DDR1
Q8MH48	HLA-G
B4E321	OS9
L0L6D8	CUL5
Q9BYF7	SCCA2 SERPINB4 hCG_1775797
B4DEW1	FUT9
A0A0C4DGA2	ECI2
Q9UNE9	POLE1 hCG_2007366
B3KTQ9	P4HB hCG_95895
G3V1A3	ITGB1BP1 hCG_1686416
H0YF11	MSH5-SAPCD1
A0A024R947	hCG_1761054
B3KN46	SMYD3 hCG_1810860
G9LGH0	ATP6
A0A024R6J0	C14orf118 hCG_21647
B0AZR9	GNAS hCG_1788380
I3L0R7	ABR
Q769H0	SBP 1b SBP
B7Z6U3	ACP2
Q305A3	ATP6
A0A024RC97	PTDSS2 hCG_18618
B7Z5R0	ZNF747
B7ZKJ3	EPHA5 hCG_1810817
A0A0S2Z4U0	RIN1 hCG_20306
B7Z332	REEP5
E9PC20	RAMP1
G3V126	ATP6V1H hCG_27354
J3QRS3	MYL12A MRCL3 hCG_2045956
A0A024R4F1	ENO1 HEL-S-17 hCG_22399
G5E9U6	FKBP1B hCG_20938
A0A024R129	C12orf25 hCG_20207
A0A024R3P5	LEFTY2 hCG_32781
A0A0A0MRJ6	PCMT1
B5MDT7	CBFA2T3 hCG_1980838
Q5TCC6	IARS
Q85KV7	ATP6 atp6 ATPase 6
