ABC1:  ABCA1 HEATR6
ABC2:  ABCA2 SMG8
MYT1:  MYT1 PKMYT1
MIC1:  GDF15 C18orf8
TRAP1:  HSP90B2P TRAP1
STRA13:  BHLHE40 STRA13
MTS1:  CDKN2A S100A4
PRP4:  PRPF4B PRPF4
RIT1:  BCL11B RIT1
RITA:  RITA1 ZNF331
GJA9:  GJA9 GJD2
KSR2:  CNKSR2 KSR2
PIG3:  TP53I3 MRPL41
PIG5:  ANO9 MAEA
GLNS:  GLUL EPRS
HPIP:  HCFC1R1 PBXIP1
AIP1:  DAB2IP MAGI2 PDCD6IP
RAMP:  DTL PAMR1 ZMYM2
EIF2A:  EIF2A EIF2S1
PCL1:  PCYOX1 PHF1
BAR:  BFAR NR1H4
BAG:  C1orf52 LRRC4
BAL:  CEL PARP9
ATR:  SERPINA2 ANTXR1 ATR
CARP:  ANKRD1 FAM188A
CARF:  CDKN2AIP CARF
CES1:  CES1 MT2A
CES2:  CES1 CES2
MDP1:  POLG MDP1
PRL:  PBX1 PRL
KLF14:  KLF14 SP6
TRBP:  NCOA6 TARBP2
FLG:  FGFR1 FLG
CPA3:  CPA3 CPA4
PAC1:  DUSP2 PSMG1
PTE2:  ACOT2 ACOT8
BIG3:  ARFGEF3 WDR5
OSF2:  POSTN RUNX2
LIP1:  CENPJ PPFIA1 STK11IP
RILP:  PRICKLE1 RILP
HDC:  HDC HECA
ARFGAP1:  ARFGAP1 ARFGAP3
C21orf7:  EURL MAP3K7CL
FEZ1:  FEZ1 LZTS1
H2BFH:  HIST1H2BE HIST1H2BO
RAB41:  RAB41 RAB43
NARF:  NARF RNF138
GDA:  SLC25A16 GDA
PTPRQ:  PTPRQ PTPRR
PTPRO:  PTPRO PTPRU
SFRS19:  SCAF1 SRSF12
DMP1:  DMP1 DMTF1
LTBP3:  LTBP2 LTBP3
APC2:  ANAPC2 APC2 APOC2 SLC25A23
BCAP:  PIK3AP1 PHF11
STAR:  GUCY2C STAR
SWAP:  ITSN2 SFSWAP
UNR:  CSDE1 NR1H2
CNCG2:  CNGA2 CNGB1
NRF1:  NFE2L1 NRF1
MTF1:  MTF1 MYT1
GNG9:  GNG8 GNGT2
LRP10:  LRP10 LRP4
ERIS:  CISD2 TMEM173
MAK:  ALPK3 MAK
AG2:  AGR2 C11orf96
CTH:  CTH VSIG2
ZIN:  RNF216 STRN4
PAK5:  PAK6 PAK7
PAK1:  PAK1 PKN1
KCNG3:  KCNG3 KCNG4
GASP:  GPRASP1 VOPP1
HSF2L:  HSFY1 HSFY2
CLECSF13:  CLEC10A CLEC4F
MRPL2:  MRPL2 MRPL37
SLP1:  STOML1 SUCO SYTL1
SLP2:  STOML2 SYTL2
FBL2:  FBXL2 FBXL20
FBL3:  FBXL2 FBXL21
FBL5:  FBXL4 FBXL5
FBL6:  FBXL6 FBXL7
FBL7:  FBXL7 KDM2A
HSJ2:  DNAJA1 DNAJB6
SERHL2:  SERHL2 SERHL
SERHL:  SERHL2 SERHL
CNAP1:  NCAPD2 CEP250
MRPL15:  MRPL15 MRPL19
GLA:  GLA NAT8
GLP:  EHMT1 GOLGA6A
C6.1B:  CMC4 MTCP1
MTMR8:  MTMR8 MTMR9
VAT1:  VAT1 SLC18A1
HAP1:  APEX1 HAP1
ZNF576:  SRRM5 ZNF576
SYT:  SS18 SYT1
SAT1:  SLC26A1 SLC38A1 SAT1
SAT2:  SLC38A2 SAT2
DMC1:  DMC1 HID1
GRF2:  RASGRF2 RAPGEF1
ARP11:  ACTR10 ACTR3B ACTR3C
PGR1:  GPR153 MRFAP1
ECO:0000303|Ref.5}:  IGHV2-5 IGHV3-33 IGHV4-39 IGKV1-17
MIF:  MIF AMH
MIP:  MAFIP MIPEP MIP
MIR:  MARCH8 MLXIP
KAP5.3:  KRTAP5-3 KRTAP5-7
EID3:  EID2B EID3
ZNF20:  ZNF121 ZNF20
TSP1:  PRSS55 SPZ1 THBS1
RANBP9:  IPO9 RANBP9
TLP:  TBPL1 VPS39
ZAC:  PLAGL1 ZACN
LIG1:  LIG1 LRIG1
RCP:  OPN1LW RAB11FIP1
RCK:  DDX6 MAP3K19
FAS:  FASN FAS
SFTPA:  SFTPA2 SFTPA1
OAZ:  OAZ1 ZNF423
EDH17B2:  HSD17B1 HSD17B2
DIFF6:  SEPT1 SEPT2
TRMT1:  TRMU TRMT1
A4:  APP PLP2
IPS1:  MAVS PPIP5K1
IGFR3:  FCGR3A FCGR3B
IGFR2:  FCGR2A FCGR2B FCGR2C
EAP1:  IRF2BPL PTTG1
HIP:  ST13 HHIP REG3A
PRR3:  NECTIN3 PRR3
PRR4:  NECTIN4 PRR4
DVL1:  DVL1 DVL1P1
CCR4:  CCR4 CNOT6 NOCT
CCR6:  CCR6 CCRL2
CDS1:  CDS1 CHEK2
CDS2:  CDS2 GIGYF1
S100E:  S100P S100A3
S100D:  S100G S100A5
DAN:  NBL1 PARN
DAP:  DAP DNPEP
ATP2B2:  ATP2B2 ATP2B4
POLD4:  POLD4 POLDIP2
DLC1:  DLEC1 DYNLL1 DLC1
DLC2:  DYNLL2 STARD13
ORCA:  LRWD1 SQSTM1
CSN1:  CSN1S1 GPS1
CSN2:  CSN2 COPS2
CSN3:  CSN3 COPS3
HCC8:  TTC23 VPS54
SSC1:  AQP9 ELOVL1
MRPL32:  MRPL14 MRPL32
PPOX:  HCRT PPOX
MAL:  CD8A MAL MKL1 TIRAP
BBP:  TP53BP2 TM2D1
CHE1:  AATF BCHE
PPM1E:  PPM1E PPM1M
CKMT:  CKMT1A CKMT1B
CEP1:  CDC42EP1 CNTRL
CEP2:  CDC42EP2 CEP250
CEP4:  CDC42EP4 CEP135
SOCS4:  SOCS4 SOCS6
SOCS7:  SOCS4 SOCS7
SOCS6:  SOCS6 SOCS7
IL1RA:  IL1R1 IL1RN
LAP1:  LRRC7 TOR1AIP1
LAP2:  ERBIN TMPO
TCRA:  TRAC TCRA
TCRB:  TRGV3 TCRB
KLIP1:  CENPU YIPF3
FIG:  DEPP GOPC
ARHGAP10:  ARHGAP10 ARHGAP21
DNAL1:  DNAL1 DNAH9
NIRF:  IL17B UHRF2
TGR:  MAT2B TXNRD3
TGT:  QTRT1 USP14
COP1:  CARD16 RFWD2
HAP:  BAG1 RARB SAFB
D3F15S2:  APEH MST1
PMP22:  PMP22 PXMP2
C8orf76:  C8orf76 ZHX1-C8orf76
SIP:  CACYBP KANK2 RBM14 TP53INP1
RPF1:  POU6F2 RPF1
ATPM:  ATP5J ATP5A1
POP2:  CNOT8 POPDC2 PYDC2
POP1:  POP1 BVES PYDC1
PRG4:  PLPPR2 PRG4
PRG3:  AIFM2 PLPPR1 PRG3
PRG1:  IER3 PLPPR4 SRGN
SRGAP2:  SRGAP2 SRGAP3
LAD:  DLD LAD1
MCM2:  MCM2 MCM7
AIM1:  AIM1 AURKB SLC45A2
FIB1:  FBL DCHS1
DSC1:  DSC1 RCAN1
SPC25:  SPC25 SPCS2
ANG3:  ANGPTL1 ANGPT4
SMN:  SNRPN SMN1
HADH:  HADHA HADH
MRPS35:  MRPS28 MRPS35
FY:  ACKR1 FUZ
TAF15:  TAF15 TAF12
MDC:  ADAM11 CCL22
TEP1:  PTEN TEP1
CS1:  CLSTN1 SLAMF7 SSFA2
CST:  CASZ1 GAL3ST1
AAT1:  GPT MAATS1
PAF1:  PAF1 PEX2
MAGI1:  CNKSR3 MAGI1
PKR1:  PRKAR1A PROKR1
PKR2:  PRKAR2A PROKR2
SCP2:  CTDSP2 SCP2 SYCP2
SCP3:  CTDSPL SYCP3
RAB39:  RAB34 RAB39A
DOK1:  DOK1 ART4
G4:  C6orf47 MUC22
G2:  HCG22 PRRC2A
GC:  GBA GGCX GC
TTP:  SH3BP4 ZFP36
DAP3:  DLGAP3 DAP3
TAZ:  TAZ WWTR1
SAG:  SAG RNF7
SAS:  NANS TSPAN31
IL13R:  IL13RA1 IL13RA2
GCK:  GCK MAP4K2
GCL:  GMCL1 GMCL1P1 GCA
HCR:  CCHCR1 CCRL2
RPS4:  RPS2 RPS4X
AGS1:  ATRIP RASD1
NEURL3:  NEURL1B NEURL3
BRX:  AKAP13 CHIC1
TMPRSS3:  TMPRSS3 TMPRSS4
CCNL1:  CCNL1 MCM2
EMAP2:  AIMP1 EML2
TBC1D3D:  TBC1D3C TBC1D3D
TBC1D3E:  TBC1D3E TBC1D3F
TBC1D3I:  TBC1D3B TBC1D3I
SCAR1:  SETX WASF1
PD1:  PDCD1 SPATA2
PDS:  PTGDS SLC26A4
PDF:  PDF GDF15
MLN:  MRLN MLN
MLP:  CSRP3 MARCKSL1
FMO2:  FMO2 FMO4
RGP1:  RGP1 RGPD1
PAN2:  NLRP4 PAN2 RDH14
ELOVL2:  ELOVL2 ELOVL5
FBS:  FBRS FBXO8
ZNF225:  EGR1 ZNF225
ZNF228:  RNF114 ZNF112
KIR2DL5:  KIR2DL5A KIR2DL5B
IBP1:  IGFBP1 IGBP1 IGF1
DOC1:  CDK2AP1 FILIP1L
TNNC1:  TNNC1 TNNI3
MIG2:  FERMT2 RFTN1
MIG6:  ERRFI1 RPL36A
TLN:  ICAM5 TLN1
GK2:  GALK2 GK2
PC4:  PCSK4 SUB1
FKBP9:  FKBP1B FKBP9
GPX6:  GPX6 GPX7
HGFL:  MST1 PIK3IP1
RAGE:  MOK AGER
TAT1:  SLC16A10 SLC26A8
EIF4F:  EIF4A2 EIF4E EIF4G1
NOR1:  NR4A3 OSCP1
BGR:  ACSBG2 CLEC7A
NIK:  MAP3K14 MAP4K4
GBP3:  ATL1 GBP3
HSPC126:  MED4 TRAPPC2L
PLP:  PLP1 PDXP
PLB:  PLB1 PLN
ARP:  MANF RERE
SF1:  SF1 NR5A1
ARC:  ARC NOL3
ARG:  ABL2 RERE
CPSB:  CTSB CTSH
FAAH:  FA2H FAAH
SELP:  SELP SEPP1
